work_year,job_title,job_category,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2020,machine_learning_engineer,ML/AI,95138,japao,senior,temporario,presencial,estados unidos,pequena
2020,data_analyst,ML/AI,80250,reino unido,executivo,freelancer,presencial,reino unido,pequena
2020,data_scientist,Data Science,147857,mexico,executivo,temporario,remoto,estados unidos,pequena
2022,machine_learning_engineer,Analysis,145070,mexico,senior,tempo_integral,presencial,alemanha,grande
2022,data_analyst,Analysis,70558,india,senior,tempo_integral,remoto,japao,media
2021,statistician,ML/AI,83092,mexico,junior,temporario,presencial,alemanha,media
2021,statistician,Analysis,105121,china,executivo,tempo_integral,hibrido,china,pequena
2020,data_scientist,ML/AI,152140,mexico,junior,tempo_integral,presencial,estados unidos,pequena
2022,machine_learning_engineer,Analysis,160877,china,sem_exp,meio_periodo,hibrido,reino unido,media
2022,data_engineer,ML/AI,85604,japao,executivo,tempo_integral,presencial,japao,media
2022,machine_learning_engineer,Engineering,67039,mexico,junior,meio_periodo,remoto,china,grande
2021,statistician,Analysis,99859,japao,pleno,tempo_integral,presencial,china,grande
2021,data_analyst,Analysis,122506,mexico,pleno,tempo_integral,hibrido,reino unido,pequena
2022,data_engineer,Analysis,130342,alemanha,pleno,freelancer,presencial,alemanha,grande
2022,data_scientist,Data Science,35461,estados unidos,executivo,temporario,remoto,china,grande
2022,data_engineer,Analysis,70831,estados unidos,junior,tempo_integral,remoto,india,media
2021,data_scientist,Data Science,81137,estados unidos,pleno,temporario,remoto,reino unido,pequena
2022,data_engineer,Data Science,64030,alemanha,senior,temporario,remoto,china,grande
2022,data_scientist,ML/AI,166803,estados unidos,pleno,freelancer,presencial,reino unido,pequena
2020,data_scientist,Data Science,51500,japao,sem_exp,temporario,remoto,reino unido,media
2020,data_engineer,Data Science,63117,reino unido,executivo,temporario,presencial,japao,grande
2021,data_engineer,Engineering,124138,reino unido,junior,tempo_integral,presencial,alemanha,media
2022,data_scientist,Analysis,192246,mexico,executivo,freelancer,presencial,alemanha,grande
2022,statistician,Data Science,63208,reino unido,junior,temporario,remoto,japao,media
2020,data_engineer,Analysis,114728,estados unidos,junior,tempo_integral,remoto,reino unido,grande
2021,machine_learning_engineer,Data Science,114482,reino unido,senior,freelancer,presencial,reino unido,pequena
2020,data_analyst,ML/AI,55960,china,pleno,tempo_integral,presencial,india,media
2020,data_scientist,Engineering,171319,estados unidos,pleno,freelancer,presencial,china,media
2020,data_scientist,Data Science,126342,china,junior,freelancer,hibrido,reino unido,pequena
2020,data_analyst,Analysis,137918,japao,pleno,meio_periodo,hibrido,china,grande
2022,statistician,ML/AI,144761,china,senior,meio_periodo,remoto,estados unidos,media
2022,data_analyst,Analysis,56038,japao,junior,meio_periodo,hibrido,china,grande
2020,data_engineer,ML/AI,188842,alemanha,pleno,temporario,presencial,reino unido,grande
2021,data_analyst,Engineering,152232,alemanha,pleno,tempo_integral,presencial,india,grande
2021,data_scientist,ML/AI,102485,mexico,executivo,freelancer,remoto,estados unidos,pequena
2021,data_analyst,Data Science,87773,china,sem_exp,tempo_integral,remoto,india,grande
2021,machine_learning_engineer,Analysis,113391,india,pleno,temporario,hibrido,china,pequena
2020,data_engineer,Data Science,82633,japao,executivo,meio_periodo,presencial,india,media
2022,data_analyst,ML/AI,152226,estados unidos,junior,meio_periodo,remoto,china,grande
2021,data_scientist,Analysis,180636,india,junior,tempo_integral,remoto,alemanha,media
2020,data_engineer,Data Science,179186,japao,senior,tempo_integral,hibrido,china,grande
2021,data_scientist,Engineering,62803,estados unidos,executivo,freelancer,remoto,japao,media
2021,statistician,Analysis,145708,japao,junior,tempo_integral,hibrido,india,pequena
2020,machine_learning_engineer,Data Science,159997,japao,pleno,freelancer,presencial,reino unido,media
2022,statistician,Analysis,133838,estados unidos,pleno,freelancer,hibrido,alemanha,media
2022,machine_learning_engineer,ML/AI,53545,japao,pleno,meio_periodo,remoto,mexico,grande
2020,data_analyst,Data Science,92759,japao,senior,tempo_integral,hibrido,estados unidos,grande
2022,data_engineer,ML/AI,136313,japao,junior,meio_periodo,hibrido,china,grande
2020,data_analyst,Engineering,106488,mexico,executivo,freelancer,presencial,japao,grande
2020,machine_learning_engineer,ML/AI,147805,alemanha,junior,meio_periodo,hibrido,alemanha,pequena
2020,machine_learning_engineer,Data Science,83866,reino unido,executivo,meio_periodo,remoto,india,media
2022,machine_learning_engineer,Analysis,157145,japao,executivo,freelancer,remoto,mexico,media
2020,data_scientist,Data Science,100499,mexico,junior,temporario,presencial,mexico,pequena
2021,data_engineer,ML/AI,108243,estados unidos,pleno,temporario,presencial,alemanha,media
2022,data_analyst,ML/AI,150779,china,pleno,tempo_integral,presencial,reino unido,grande
2022,data_analyst,Analysis,173932,japao,executivo,meio_periodo,remoto,reino unido,grande
2022,statistician,Engineering,112946,mexico,pleno,tempo_integral,hibrido,reino unido,grande
2022,machine_learning_engineer,Data Science,148353,alemanha,senior,meio_periodo,remoto,japao,media
2021,machine_learning_engineer,Analysis,47670,mexico,senior,tempo_integral,remoto,mexico,pequena
2022,machine_learning_engineer,Analysis,114766,alemanha,executivo,tempo_integral,presencial,alemanha,pequena
2022,data_analyst,Analysis,119694,china,pleno,freelancer,presencial,alemanha,media
2020,statistician,Analysis,196133,japao,sem_exp,temporario,hibrido,mexico,pequena
2022,data_scientist,Data Science,80764,india,senior,temporario,hibrido,india,pequena
2021,data_engineer,Data Science,145164,china,senior,temporario,hibrido,estados unidos,grande
2021,data_scientist,Engineering,53810,reino unido,senior,freelancer,hibrido,reino unido,media
2021,data_analyst,Analysis,139660,estados unidos,junior,temporario,remoto,estados unidos,pequena
2021,machine_learning_engineer,Analysis,120894,mexico,sem_exp,freelancer,hibrido,mexico,pequena
2022,data_engineer,ML/AI,45933,estados unidos,pleno,meio_periodo,remoto,mexico,grande
2022,data_analyst,Analysis,191106,estados unidos,junior,freelancer,remoto,estados unidos,grande
2021,data_analyst,ML/AI,31947,estados unidos,senior,tempo_integral,hibrido,reino unido,pequena
2021,data_analyst,Engineering,49715,alemanha,pleno,tempo_integral,hibrido,reino unido,media
2022,data_engineer,Engineering,60956,mexico,senior,meio_periodo,remoto,india,media
2021,data_engineer,Data Science,110846,reino unido,pleno,meio_periodo,presencial,japao,grande
2020,statistician,Data Science,46303,japao,pleno,tempo_integral,hibrido,reino unido,grande
2021,statistician,Analysis,143318,japao,sem_exp,temporario,presencial,estados unidos,media
2021,data_scientist,Data Science,54031,india,senior,temporario,remoto,mexico,pequena
2020,data_engineer,Data Science,124786,japao,junior,temporario,presencial,india,media
2020,data_engineer,ML/AI,117389,reino unido,senior,meio_periodo,remoto,alemanha,pequena
2022,data_engineer,ML/AI,179049,japao,sem_exp,tempo_integral,presencial,mexico,pequena
2022,statistician,Data Science,72707,alemanha,executivo,freelancer,presencial,india,grande
2020,data_analyst,Engineering,175537,china,junior,meio_periodo,presencial,reino unido,pequena
2020,machine_learning_engineer,ML/AI,105761,japao,pleno,tempo_integral,remoto,mexico,pequena
2022,statistician,Engineering,177712,estados unidos,pleno,temporario,remoto,china,pequena
2021,data_engineer,Engineering,61535,estados unidos,executivo,temporario,remoto,reino unido,grande
2020,statistician,Analysis,32991,china,senior,temporario,hibrido,japao,pequena
2022,data_scientist,Analysis,178873,estados unidos,pleno,tempo_integral,remoto,india,pequena
2021,data_engineer,Data Science,119680,estados unidos,executivo,temporario,hibrido,reino unido,grande
2020,data_scientist,Engineering,37965,alemanha,executivo,tempo_integral,remoto,estados unidos,media
2021,data_engineer,ML/AI,174802,alemanha,sem_exp,meio_periodo,hibrido,estados unidos,media
2022,statistician,Analysis,59553,alemanha,executivo,freelancer,presencial,india,grande
2020,data_analyst,Analysis,148802,japao,executivo,temporario,presencial,mexico,pequena
2021,machine_learning_engineer,Engineering,38301,china,executivo,meio_periodo,remoto,japao,pequena
2020,data_scientist,Analysis,48936,estados unidos,executivo,meio_periodo,hibrido,china,media
2021,statistician,Analysis,175227,india,executivo,tempo_integral,presencial,india,grande
2022,data_analyst,ML/AI,157978,china,executivo,meio_periodo,presencial,japao,media
2022,statistician,Engineering,157230,india,pleno,tempo_integral,hibrido,estados unidos,media
2020,data_scientist,Analysis,78848,estados unidos,junior,tempo_integral,remoto,reino unido,grande
2021,machine_learning_engineer,Engineering,32042,reino unido,senior,meio_periodo,presencial,alemanha,media
2020,statistician,Analysis,179637,china,junior,tempo_integral,remoto,reino unido,pequena
2020,data_engineer,ML/AI,67260,japao,senior,tempo_integral,remoto,estados unidos,grande
2021,data_analyst,Engineering,66326,india,junior,tempo_integral,hibrido,china,grande
2021,statistician,Analysis,72581,china,sem_exp,meio_periodo,hibrido,mexico,pequena
2021,data_analyst,ML/AI,164730,china,executivo,freelancer,presencial,estados unidos,pequena
2022,data_engineer,Analysis,111855,alemanha,junior,tempo_integral,hibrido,reino unido,pequena
2020,machine_learning_engineer,Engineering,114614,reino unido,junior,temporario,presencial,reino unido,media
2020,machine_learning_engineer,Analysis,132188,alemanha,senior,meio_periodo,presencial,china,media
2022,data_engineer,Engineering,198620,reino unido,senior,meio_periodo,presencial,china,media
2021,data_analyst,Engineering,180740,reino unido,pleno,tempo_integral,remoto,estados unidos,media
2022,statistician,Analysis,183618,japao,executivo,meio_periodo,remoto,reino unido,media
2022,data_engineer,ML/AI,67874,china,executivo,temporario,hibrido,mexico,media
2022,data_scientist,Data Science,81318,alemanha,pleno,freelancer,hibrido,alemanha,grande
2020,data_analyst,ML/AI,67165,alemanha,senior,meio_periodo,presencial,alemanha,grande
2022,machine_learning_engineer,ML/AI,86820,india,executivo,meio_periodo,presencial,india,grande
2020,data_engineer,Analysis,75411,china,senior,meio_periodo,remoto,alemanha,grande
2020,machine_learning_engineer,ML/AI,115312,estados unidos,executivo,tempo_integral,remoto,estados unidos,grande
2020,data_analyst,ML/AI,66479,estados unidos,junior,temporario,presencial,estados unidos,grande
2021,machine_learning_engineer,Data Science,150567,india,junior,freelancer,presencial,india,media
2020,data_engineer,ML/AI,129890,reino unido,executivo,temporario,hibrido,mexico,grande
2020,data_analyst,Data Science,69906,india,executivo,temporario,presencial,japao,pequena
2021,data_scientist,Analysis,159523,india,executivo,meio_periodo,presencial,mexico,grande
2020,data_engineer,Data Science,103198,alemanha,pleno,freelancer,presencial,india,pequena
2022,statistician,Engineering,102940,india,executivo,temporario,remoto,japao,pequena
2022,data_engineer,ML/AI,39542,mexico,sem_exp,freelancer,remoto,japao,pequena
2020,data_analyst,Data Science,57774,reino unido,pleno,tempo_integral,hibrido,reino unido,media
2021,data_engineer,Engineering,169628,estados unidos,junior,meio_periodo,hibrido,china,media
2022,data_scientist,Analysis,108342,japao,executivo,tempo_integral,hibrido,alemanha,pequena
2021,data_scientist,Data Science,147887,china,sem_exp,freelancer,presencial,mexico,pequena
2021,statistician,Data Science,156081,india,junior,meio_periodo,presencial,japao,pequena
2022,machine_learning_engineer,Analysis,44864,china,pleno,tempo_integral,remoto,reino unido,media
2021,data_analyst,Engineering,125552,india,senior,meio_periodo,presencial,india,media
2022,data_analyst,Analysis,88989,mexico,pleno,tempo_integral,presencial,india,media
2021,machine_learning_engineer,Data Science,86093,china,junior,temporario,remoto,mexico,media
2022,data_scientist,Engineering,63749,alemanha,pleno,meio_periodo,hibrido,mexico,grande
2020,data_scientist,Data Science,89739,alemanha,sem_exp,freelancer,presencial,japao,pequena
2022,data_engineer,Analysis,47305,china,pleno,meio_periodo,remoto,mexico,grande
2022,statistician,Engineering,107474,india,executivo,freelancer,remoto,reino unido,pequena
2022,statistician,Analysis,46318,mexico,pleno,tempo_integral,hibrido,estados unidos,grande
2022,statistician,Analysis,82810,mexico,junior,tempo_integral,remoto,mexico,grande
2021,data_engineer,Data Science,156662,india,pleno,freelancer,hibrido,china,grande
2020,statistician,Data Science,151752,reino unido,executivo,tempo_integral,hibrido,china,media
2022,machine_learning_engineer,Data Science,198892,estados unidos,junior,meio_periodo,hibrido,alemanha,media
2021,data_engineer,Data Science,91800,estados unidos,pleno,tempo_integral,hibrido,japao,media
2020,machine_learning_engineer,Data Science,100942,mexico,junior,freelancer,hibrido,estados unidos,media
2020,data_engineer,Data Science,50661,japao,executivo,freelancer,remoto,alemanha,media
2020,statistician,Engineering,113394,estados unidos,senior,temporario,presencial,estados unidos,grande
2020,machine_learning_engineer,Data Science,60816,japao,executivo,freelancer,hibrido,china,grande
2022,machine_learning_engineer,Analysis,42850,alemanha,sem_exp,tempo_integral,hibrido,reino unido,media
2022,machine_learning_engineer,Engineering,187716,japao,junior,freelancer,presencial,mexico,media
2021,data_engineer,Analysis,82919,japao,junior,tempo_integral,presencial,japao,grande
2021,data_analyst,Data Science,57428,estados unidos,sem_exp,tempo_integral,hibrido,estados unidos,media
2021,statistician,Data Science,135023,mexico,senior,temporario,presencial,estados unidos,media
2020,machine_learning_engineer,Analysis,144160,india,senior,tempo_integral,hibrido,estados unidos,pequena
2020,data_analyst,Data Science,136898,mexico,sem_exp,freelancer,remoto,china,grande
2022,statistician,Analysis,194452,alemanha,executivo,freelancer,presencial,japao,grande
2020,statistician,ML/AI,102822,reino unido,senior,freelancer,presencial,reino unido,pequena
2020,machine_learning_engineer,ML/AI,105604,japao,senior,tempo_integral,remoto,reino unido,media
2020,machine_learning_engineer,ML/AI,164089,japao,senior,freelancer,presencial,estados unidos,grande
2021,data_engineer,ML/AI,39926,china,pleno,meio_periodo,remoto,reino unido,grande
2021,data_analyst,Engineering,74508,japao,pleno,meio_periodo,hibrido,alemanha,grande
2022,data_analyst,Data Science,184558,mexico,senior,freelancer,presencial,reino unido,media
2020,machine_learning_engineer,Analysis,155799,india,executivo,tempo_integral,presencial,estados unidos,media
2020,statistician,Data Science,125933,reino unido,junior,freelancer,remoto,alemanha,pequena
2022,machine_learning_engineer,Analysis,190583,mexico,executivo,meio_periodo,hibrido,japao,grande
2020,statistician,Analysis,155030,china,sem_exp,tempo_integral,hibrido,india,grande
